split,eval_text,nearest_train_text,cosine_similarity
validation,WordPress.org will not rent or sell potentially personally-identifying and personally-identifying information to anyone.,TopLogger.nu will not rent or sell potentially personally-identifying and personally-identifying information to anyone.,0.8226128203032014
test,"You agree that regardless of any statute or law to the contrary or the applicable dispute resolution process, any claim or cause of action you may have arising out of or related to use of the Service or otherwise under these must be filed within one (1) year after such claim or cause of action arose or you hereby agree to be forever barred from bringing such claim.","You agree that regardless of any statute or law to the contrary, any claim or cause of action arising out of or related to use of the Service or these Terms must be filed within one (1) year after such claim or cause of action arose or be forever barred.",0.8225770128661352
validation,"WE AND ALL OUR AFFILIATES ARE NOT LIABLE FOR ANY INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL DAMAGES (INCLUDING DAMAGES FOR LOSS OF BUSINESS, LOSS OF PROFITS, LITIGATION, OR THE LIKE), WHETHER BASED ON BREACH OF CONTRACT, BREACH OF WARRANTY, TORT (INCLUDING NEGLIGENCE), PRODUCT LIABILITY, OR OTHERWISE, EVEN IF ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.","WE, AS WELL AS ALL OF OUR AFFILIATES, ARE NOT LIABLE FOR ANY INDIRECT, SPECIAL, INCIDENTAL OR CONSEQUENTIAL DAMAGES (INCLUDING DAMAGES FOR LOSS OF INCOME, BUSINESS, PROFITS, LITIGATION, OR THE LIKE), WHETHER BASED ON BREACH OF AGREEMENT, BREACH OF WARRANTY, TORT (INCLUDING NEGLIGENCE), PRODUCT LIABILITY OR OTHERWISE, EVEN IF ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.
THE NEGATION AND LIMITATION OF DAMAGES SET FORTH ABOVE ARE FUNDAMENTAL ELEMENTS OF THE BASIS OF THE BARGAIN BETWEEN YOU AND HACKEN OÜ.</p>",0.8225426591466497
test,"You and Couchsurfing also agree that the state or federal courts in San Francisco County, California have exclusive jurisdiction over any appeals of an arbitration award and over any suit between the parties not subject to arbitration.","and that the state or federal courts in Santa Clara County, California have exclusive jurisdiction over any appeals of an arbitration award and over any suit between the parties not subject to arbitration",0.8224941722501988
validation,"<p>Last update April 5, 2019</p>","<p>Last Updated: April 17, 2019</p>
<p>",0.8221684321484373
validation,"(v) upload, post, email or otherwise transmit any unsolicited or unauthorized advertising, promotional materials, “junk mail,” “spam,” “chain letters,” or “pyramid schemes”.","<b>Upload, post, email, transmit or otherwise make available any unsolicited or unauthorized advertising, promotional materials, “junk mail,” “spam,” “chain letters,” “pyramid schemes,” “affiliate links,” or any other form of solicitation.",0.8217350967473231
validation,"This Agreement shall be governed by the internal substantive laws of the State of New York, without respect to its conflict of laws principles.","These Terms shall be governed by the internal substantive laws of the State of California, without respect to its conflict of laws principles.",0.8217003699148377
validation,We reserve the right to change this Privacy Policy at any time without notice to you.,We may change this Privacy Policy from time to time with or without notice to you.,0.8216769956754411
test,"</p>
<ol>
<li>We DON'T share your data.</li>
<li>","</p>
<ol>
<li>We DON'T share your data",0.8214895882588298
test,Last Updated Date: 1/7/19,Last update: May,0.8213836895996005
test,"to use, reproduce, make available to the public (e.g.
perform or display), publish, translate, modify, create derivative works from, and distribute any of your User Content in connection with the Service through any medium, whether alone or in combination with other Content or materials, in any manner and by any means, method or technology, whether now known or hereafter created.","and distribute any of your User Content you have made available to the public in connection with the Service through any medium, whether alone or in combination with other content or materials, in any manner and by any means, method or technology, whether now known or hereafter created.",0.8213543540893695
validation,"We reserve the right, at our discretion, to update or revise these Terms of Use at any time.
Please check the Terms of Use periodically for changes.
Your continued use of the Materials following the posting of any changes to the Terms of Use constitutes acceptance of those changes.","It is your responsibility to check the Terms of Use periodically for changes.
Your continued use of the Service following the posting of any changes to the Terms of Use constitutes acceptance of those changes.</p>",0.8213094986656184
validation,"send unsolicited communications, promotions or advertisements, or spam.","send unsolicited communications, promotions or advertisements, or spam;</li>",0.8211806856942958
validation,"in any media now known or hereafter developed,","in all formats, on or through any means or medium now known or hereafter developed, and with any technology or devices now known or hereafter developed",0.8210783368670818
test,Your continued use of the Site following the posting of such changes or modifications constitutes your acceptance thereof.,Your continued use of our Services following the posting of changes or modifications will constitute your acceptance of such changes or modifications.,0.8208781775296113
test,The Services are for your personal and noncommercial use.,You may only access and use the Website for your personal and noncommercial use.,0.8205442695041992
validation,Any dispute arising from this Agreement shall be governed by the laws of the State of California without regard to its conflict of law provisions.,These Terms of Service will be governed by the laws of the State of California without regard to its conflict of law provisions.,0.820537585971254
test,"You are expected to check this page from time to time to take notice of any changes we make, as they are binding on you.","Please check this page from time to time to take notice of any changes we make, as they are binding on you from the time they are posted.",0.8204895449439457
validation,"STRAVA AND ITS SUBSIDIARIES, AFFILIATES, OFFICERS, EMPLOYEES, AGENTS, PARTNERS AND LICENSORS MAKE NO WARRANTY THAT: (a) THE SERVICE WILL MEET YOUR REQUIREMENTS.
(b) YOUR CONTENT WILL BE AVAILABLE OR THE SERVICE WILL BE UNINTERRUPTED, TIMELY, SECURE OR ERROR-FREE.","2.
INFINITYFREE AND ITS SUBSIDIARIES, AFFILIATES, OFFICERS, EMPLOYEES,
AGENTS, PARTNERS AND LICENSORS MAKE NO WARRANTY THAT (i) THE SERVICE
WILL MEET YOUR REQUIREMENTS.
(ii) THE SERVICE WILL BE UNINTERRUPTED,
TIMELY, SECURE OR ERROR-FREE.",0.8202521415655288
validation,11.2 Any claim or cause of action arising out of or related to use of the Services or these Terms of Services must be filed within one year after such claim or cause of action arose or be forever barred.,"You agree that any claim or cause of action that you have arising out of or related to use of any services provided on our Site or these Terms of Use must be filed within one (1) year after such claim or cause of action arose or be forever barred.<br>
<br>",0.8201830700425071
validation,"If any provision of the Terms is found by a statute, regulation or court of competent jurisdiction to be invalid or unenforceable, you nevertheless agree that the court should endeavor to give effect to the intentions of GT Booster and you as reflected in the provision, and that such provision shall be deemed severable and the other provisions of the Terms shall remain in full force and effect.<br>","If any provision of these Terms is found by a court of competent jurisdiction to be invalid, the parties nevertheless agree that the court should endeavor to give effect to the parties' intentions as reflected in the provision, and the other provisions of these Terms shall remain in full force and effect.</p>",0.8195861958277069
test,You waive any and all moral rights that you may have in the Content.,You hereby waive any moral rights you may have in your User Content.,0.8194363605443968
validation,"<p>Except to the extent applicable law provides otherwise, this Agreement between you and Stingle Photos and any access to or use of the Website or the Service are governed by the federal laws of the United States of America and the laws of the State of Delaware, without regard to conflict of law provisions.","Except to the extent applicable law provides otherwise, this Agreement between you and GitHub and any access to or use of the Website or the Service are governed by the federal laws of the United States of America and the laws of the State of California, without regard to conflict of law provisions.",0.8189825318258777
test,"Engage in any chain letters, contests, junk e-mail, pyramid schemes, spamming, surveys or any other duplicative or unsolicited messages (commercial or otherwise).","Use the Service in connection with surveys, contests, pyramid schemes, multi-level marketing schemes, chain letters, junk email, spamming or any duplicative or unsolicited messages (commercial or otherwise).",0.8189725407810668
test,Cookies set by Newegg are first-party cookies.,These cookies are set by us and called first-party cookies.,0.8187509821824819
test,"If any provision of these Terms of Service is found invalid or unenforceable for any reason, it will not affect the validity and enforceability of any remaining provisions.<br>","Should any provision in these Terms be found invalid or unenforceable for any reason, then that provision shall be deemed severable from these Terms and shall not affect the validity or enforceability of the remaining provisions.",0.8185812896931816
validation,"You have the right to <b>opt-out of marketing communications</b> we send you at any time.
You can exercise this right by clicking on the ""unsubscribe"" or ""opt-out"" link in the marketing emails we send you.
To opt-out of other forms of marketing, please get in touch with us by emailing support@arvancloud.com.","You have the right to opt-out of marketing communications we send you at any time.
You can exercise this right by clicking on the ""unsubscribe"" or ""opt-out"" link in the marketing emails we send you.",0.8185381184469365
test,"Upon termination of these terms of use, any provision which, by its nature or express terms should survive, will survive such termination or expiration.</p>","Upon termination of these Terms of Service, any provision which, by its nature or express terms should survive, will survive such termination or expiration, including, but not limited to, Sections 7, 8, 11, 12, and 15-17.</p>",0.8185172454023094
validation,"In addition, the Collections are provided to you on an as-is and as-available basis.
You agree that your use of the Site and the Collections is at your sole risk.","THE SITE IS PROVIDED ON AN AS-IS AND AS-AVAILABLE BASIS.
YOU AGREE THAT YOUR USE OF THE SITE AND OUR SERVICES WILL BE AT YOUR SOLE RISK.",0.8184770631783121
validation,"your use of the Member Services must be only for personal, non-commercial use.","The Services are for personal, non-commercial use.",0.8184640575547079
validation,the referring and exit websites,referring and exit pages,0.818171172947871
test,"We may choose to buy or sell assets, and may share and/or transfer customer information in connection with the evaluation of and entry into such transactions.
Also, if we (or our assets) are acquired, or if we go out of business, enter bankruptcy, or go through some other change of control, Personal Data could be one of the assets transferred to or acquired by a third party.</p>","Also, if we (or our assets) are acquired, or if we go out of business, enter bankruptcy, or go through some other change of control, information could be one of the assets transferred to or acquired by a third party.",0.8177435953856894
test,Last Updated: 16 August 2019,"Cookies Last updated: August, 2019",0.8176675621848237
validation,"Modify, ban or terminate the Services for any reason, without notice, at any time, and without liability to you.","We reserve the right to modify or terminate the Service or your access to the Service for any reason, without notice, at any time, and without liability to you.",0.8175851593142003
validation,"We also reserve the right to modify or update the operation of the Services at our sole discretion, at any time, for any reason, and without notice or liability.
We may even suspend the Services entirely, in which event we will notify you in advance unless extenuating circumstances, such as safety or security concerns, prevent us from doing so.</p>","We may even suspend the Services entirely, in which event we will notify you in advance unless extenuating circumstances, such as safety or security concerns, prevent us from doing so.",0.8174152279801423
test,UNIDAD EDITORIAL se reserva la facultad de decidir la divulgación o publicación de los contenidos enviados por el Usuario.</p>,UNIDAD EDITORIAL se reserva la facultad de decidir sobre la divulgación o publicación de los Contenidos Generados.</p>,0.8171891641297342
test,"This Log Data includes information such as your IP address, browser type, operating system, the referring web page,","browser type, operating system, the referring web page,",0.8168307405661661
validation,"If your claim is for $10,000 or less, we agree that you may choose whether the arbitration will be conducted solely on the basis of documents submitted to the arbitrator, through a telephonic hearing, or by an in-person hearing as established by the AAA Rules.","Any arbitration hearing will take place at an agreed upon location in San Francisco, California, but if the claim is for $10,000 or less, you may choose whether the arbitration will be conducted: (a) solely on the basis of documents submitted to the arbitrator; (b) through a telephone hearing or (c) by an in-person hearing as established by the AAA Rules in the county of your billing address.",0.8166494030710956
test,"Terms and Conditions
<p>Last updated: January 14, 2021","<p>Last Updated: January 1, 2021",0.8165309667211812
test,"you are responsible for maintaining the confidentiality of passwords associated with any account you use to access the Services.
Accordingly, you will be solely responsible to RTN for all activities that occur under your account","You are responsible for maintaining the confidentiality of any login information associated with any account you use to access our Services and Resources.
Accordingly, you are responsible for all activities that occur under your account/s.",0.8163925884568823
test,Last updated 05 March 2021,Last updated: 1 March 2021,0.8163522410142537
test,(D) THAT DEFECTS IN THE OPERATION OR FUNCTIONALITY OF ANY SOFTWARE PROVIDED TO YOU AS PART OF THE SERVICES WILL BE CORRECTED.,AND (e) ANY DEFECTS IN THE OPERATION OR FUNCTIONALITY OF THE SERVICE OR RELATED SOFTWARE WILL BE CORRECTED.,0.8158539391172706
test,"We reserve the right, at our discretion, to change, modify, add, or remove portions of this Privacy Policy at any time","We reserve the right, at our discretion, to change, modify, add, or remove portions of these terms and conditions of use at any time.",0.8158342161008131
test,"When you receive newsletters or promotional communications from us, you may “opt-out” by following the unsubscribe instructions provided in e-mails you receive from us or by contacting us directly at the contact information below.</p>","If you receive newsletters or promotional communications from us, you may indicate a preference to stop receiving further communications from us and you have the ability to “opt-out” by following the unsubscribe instructions provided in the e-mail you receive, or by contacting us directly (please see Contact Us below).",0.8158246723328159
test,"You acknowledge that such transfers may occur, and that any acquirer of us or our assets may continue to use your Personal Information as set forth in this policy.","You acknowledge that such transfers may occur, and that any acquirer of PrintFriendly may continue to use your personal information as set forth in this policy.",0.8156059559047482
test,"TO THE FULLEST EXTENT PERMITTED BY LAW, WE DISCLAIM ALL WARRANTIES, EXPRESS OR IMPLIED, IN CONNECTION WITH THE SITE AND YOUR USE THEREOF, INCLUDING, WITHOUT LIMITATION, THE IMPLIED WARRANTIES OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, AND NON-INFRINGEMENT.","To the fullest extent permitted by law, IMI excludes all warranties, including but not limited to the implied warranties of merchantability, fitness for a particular purpose, and non-infringement.",0.815187393816947
test,the IP address of Your mobile device,"We also collect information such as the type of mobile device you use, your mobile device unique ID, the IP address of your mobile device",0.8150303519360332
validation,"Company reserves the right to (i) remove, edit or modify any Content in its sole discretion, including without limitation any User Submissions, from the Site or Service at any time, without notice to you and for any reason (including, but not limited to, upon receipt of claims or allegations from third parties or authorities relating to such Content or if Company is concerned that you may have violated these Terms of Use), or for no reason at all","We reserve the right to, but do not have any obligation to, (i) remove, edit or modify any Content in our sole discretion, at any time, without notice to you and for any reason (including, but not limited to, upon receipt of claims or allegations from third parties or authorities relating to such Content or if we are concerned that you may have violated these Terms of Service), or for no reason at all and (ii) to remove or block any Content from the Website.",0.8149792614911139
validation,"<b>9.
How we use and process your Personal Data",HOW WE PROCESS YOUR PERSONAL DATA,0.8147058665747786
test,You agree to immediately notify us of any unauthorized use of your Account or any other breach of security related to your Account or the Platform.,You agree to immediately notify us of any unauthorized use of your account or any other breach of security known to you.,0.814662186730535
validation,"PrintFriendly discloses potentially personally-identifying and personally-identifying information only to those of its employees, contractors and affiliated organizations that (i) need to know that information in order to process it on PrintFriendly behalf or to provide services available at PrintFriendly's websites","Other than to its employees, contractors and affiliated organizations, as described above, PrintFriendly discloses potentially personally-identifying and personally-identifying information only in response to a subpoena, court order or other governmental request, or when PrintFriendly believes in good faith that disclosure is reasonably necessary to protect the property or rights of PrintFriendly, third parties or the public at large.",0.8144917395204379
validation,WHO CAN SEE YOUR INFORMATION:<p>Our staff,WHO CAN SEE YOUR INFORMATION:<p>Our staff or the staff of third party service providers may process your information on our behalf.,0.8144034537311021
validation,We don't sell your personal information,We don't sell your personal data.,0.8143232875613876
test,"Because the College Board has no control over such sites and resources, you acknowledge and agree that the College Board is not responsible for the availability of such external sites or resources, and does not endorse and is not responsible or liable for any content, advertising, products, or other materials on or available from such websites or resources.","LINKS
<p>We or others related to the Service may provide links to other websites or resources.
Because We have no control over such websites and resources, You acknowledge and agree that We are not responsible for the availability of such external websites or resources, and do not endorse and are not responsible or liable for any content, advertising, products, or other materials on or available from such websites or resources.",0.8142113287028868
test,"For clarity, you retain all of your ownership rights in your User Submissions.",You retain ownership of all of your User Submissions.,0.8140701818031424
test,"If you use this website from a jurisdiction other than Afghanistan, you agree that you do so of your own initiative, and you are responsible for complying with local laws as applicable to such use.","MOBY is based Afghanistan and this website is hosted in Afghanistan.
&nbsp;If you use this website from a jurisdiction other than Afghanistan, you agree that you do so of your own initiative, and you are responsible for complying with local laws as applicable to such use.",0.8137201991757526
test,"We store aggregate statistics about use of the websites and services we host indefinitely, but those statistics do not include data identifiable to you personally.</p>","We store aggregate statistics about use of the websites and services we host indefinitely,",0.8135170479158733
test,"To make this Privacy Policy easier to understand, we have provided summaries in these gray boxes.
These summaries are not part of the official policy.
Even though we have provided summaries, it is important for you to read the entire policy carefully.","To make it easier to understand, we have provided summaries and tips in these gray boxes.
These summaries are not part of the official terms, and it is important for you to read the language in each section carefully.",0.8133947441869137
test,Cookies and Web Beacons,web beacons,0.8130397975339102
test,Your continued use of the Service following the posting of such updated version constitutes your acceptance of any changes to the Terms of Use.,Your continued use of or access to our website or the Service following the posting of any updates to these Terms of Service constitutes acceptance of any and all changes.,0.8128614943327368
test,"This Agreement shall be governed in all respects by the laws of the State of California as they apply to agreements entered into and to be performed entirely within California between California residents, without regard to conflict of law provisions.","If you are a resident of the United States or Canada, these Terms and the relationship between you and Evernote (including any dispute) shall be governed in all respects by the laws of the State of California, United States of America, as they apply to agreements entered into and to be performed entirely within California between California residents, without regard to its conflict of law provisions.",0.8123969670144933
validation,"This website (www.paulschroer.nl) can be used completely anonymously, is free of advertising and tracking and does not collect, use, or share any location data.",<br>This website (www.paulschroer.nl) can be used completely anonymously and is free of advertising and tracking,0.8123329050747917
validation,Viber has the right to terminate your rights under our Service without notice,"Where permissible under the law, Viber has the right to terminate your rights under our Service without notice.",0.8122987504987036
test,"You agree to immediately notify Company of any unauthorized use, or suspected unauthorized use of your Account or any other breach of security.",You will notify us of any unauthorized use or breach in security of your Account immediately after you learn of such unauthorized access or use,0.8122479314250639
validation,Tumblr may also impose limits on certain Services or aspects of those Services or restrict your access to parts or all of the Services without notice or liability.,We may also impose limits on certain Services or restrict your access to part or all of the Services without notice or liability.,0.8111063509245505
validation,"we grant You a personal, limited, non-exclusive, revocable and non-transferable license to use the Website solely for Your personal and non-commercial purposes","Subject to these terms, you are granted a personal, non-exclusive, non-transferable and revocable license to use the online services solely for your own personal, non-commercial purposes and solely in accordance with these terms.",0.8108881888153527
validation,"</p>3.
HOW WE USE THE INFORMATION WE COLLECT<p>",The Information We Collect<p>,0.8108111883000794
validation,"GFYCAT MAKES NO WARRANTY THAT (I) THE SERVICE WILL MEET YOUR REQUIREMENTS, (II) THE SERVICE WILL BE UNINTERRUPTED, TIMELY, SECURE, OR ERROR-FREE,","FILEFACTORY.COM MAKES NO WARRANTY THAT (I) THE SERVICE WILL MEET YOUR REQUIREMENTS, (II) THE SERVICE WILL BE UNINTERRUPTED, TIMELY, SECURE, OR ERROR-FREE,",0.8102761604453902
test,"Last revised: September 19, 2019","Last updated: September 19, 2019",0.8102243108055166
test,"Whilst we use our best endeavours to take all necessary steps to ensure the security of our site (including having in place an SSL Certificate), we will not be liable for any loss or damage caused by a virus, distributed denial-of-service attack, or other technologically harmful material that may infect your computer equipment, computer programs, data or other proprietary material due to your use of our site or to your downloading of any content on it, or on any website linked to it.","We will not be liable for any loss or damage caused by a distributed denial-of-service attack, viruses or other technologically harmful material that may infect your computer equipment, computer programs, data or other proprietary material due to your use of our site or to your downloading of any material posted on it, or on any website linked to it.</p>",0.8101083785165603
validation,"privacywall.org does not warrant or make any representations concerning the accuracy, likely results, or reliability of the use of the materials on its Internet web site or otherwise relating to such materials or on any sites linked to this site.","Further, Miraheze does not warrant or make any representations concerning the accuracy, likely results, or reliability of the use of the materials on its Internet web site or otherwise relating to such materials or on any sites linked to this site.",0.8098513601645063
validation,We have a policy of limiting access to our Services and terminating the accounts of users who repeatedly infringe the intellectual property copyright rights of others upon prompt notification to us by the copyright owner or the copyright owner’s legal agent.,It is our policy to terminate privileges of any user who repeatedly infringes the copyright rights of others upon receipt of proper notification to us by the copyright owner or the copyright owner’s legal agent.,0.8095831605639281
test,"<p>Getty Images collects certain kinds of information, such as the website that referred you to us","Getty Images collects certain kinds of information, such as the website that referred you to us, your IP address",0.8095546808031034
validation,"Runtastic reserves the right to discontinue one or more Runtastic Product. We might discontinue Runtastic Products if this is necessary to comply with changes in legislation, technical and/or safety requirements or to reﬂect changes in our company and product strategy and to respond to the market and competitive situation. All users shall be given reasonable prior notice of the discontinuation of a Runtastic Product. ","Runtastic reserves the right to change options or features - including Premium Features - in the Runtastic Products. In most cases Runtastic makes changes to the Runtastic Products to enhance or improve them. We might also make modiﬁcations if such are necessary to comply with changes in legislation, technical and/or safety requirements or to reﬂect changes in our company and product strategy and to respond to the market and competitive situation.",0.8094569530885835
test,"OsmAnd B.V.
has no control over, and assumes no responsibility for, the content, privacy policies, or practices of any third party web sites or services.","We have no control over, and assume no responsibility for, the content,
privacy policies, or practices of any third party web sites or services.",0.8093076254669512
test,"<li>is patently offensive and promotes racism, bigotry, hatred or physical harm of any kind against any class or individual","promotes racism, bigotry, hatred, or physical harm of
any kind against any group or individual",0.8092871498384512
validation,You are responsible for maintaining the security of your Account.,"If you have an account on the products, you are responsible for maintaining the security of your account",0.8089774311833396
test,<p>Please note that we do not alter our Site's data collection and use practices when we see a Do Not Track signal from your browser.,Please note that we do not alter our Service’s data collection and use practices when we see a Do Not Track signal from your browser.,0.8084730381622696
test,"in the amounts, necessary to ensure cooperation between the Company and its partners or service providers.","Certain parts of non-personalized data can be shared with the partners of the Company in the amounts, necessary to ensure cooperation between the Company and its partners or service providers.",0.8084552009453191
test,"Tumblr may change, suspend, or discontinue any or all of the Services at any time, including the availability of any product, feature, database, or Content (as defined below).","We may change, suspend, or discontinue any or all of the Services at any time, including the availability of any product, feature, database, or Content.",0.8082581806472547
validation,If we make any material changes we will notify you by email (sent to the e-mail address specified in your account) or by means of a notice on the Websites prior to the change becoming effective.,"We may update this Privacy Policy to reflect changes to our information practices.
If we make any material changes, then we will notify you by email (sent to the email address specified in your account) or by means of a notice on this website prior to the change becoming effective",0.8081486505583032
validation,ø death or personal injury resulting from our negligence;,For death or personal injury caused by our negligence; 2.,0.8080519075413849
validation,Your continued use of the Services following the posting of revised Terms means that you accept and agree to the changes.,Your continued use of the Site following the posting of changes will mean that you accept and agree to the changes.,0.8080426999133878
validation,"These other resources are not under our control, and you acknowledge that we are not responsible or liable for the content, functions, accuracy, legality, appropriateness or any other aspect of such websites or resources.","You acknowledge that GoFundMe is not responsible or liable for the content, functions, accuracy, legality, appropriateness or any other aspect of such Third Party Resources.",0.8077102885158252
test,"Vivino shall not be liable for any failure to perform its obligations hereunder where such failure results from any cause beyond Vivino's reasonable control, including, without limitation, mechanical, electronic or communications failure or degradation (including ""line-noise"" interference).","Foursquare shall not be liable for any failure to perform its obligations hereunder where such failure results from any cause beyond Foursquare's reasonable control, including, without limitation, mechanical, electronic or communications failure or degradation (including ""line-noise"" interference).",0.807704675333655
test,"Your access to and use of the Products or any Content are at your own risk.
You understand and agree that the Products are provided to you on an “AS IS” and “AS AVAILABLE” basis.","YOUR ACCESS TO AND USE OF THE SERVICE IS AT YOUR OWN RISK.
YOU UNDERSTAND AND AGREE THAT THE SERVICE IS PROVIDED TO YOU ON AN “AS IS” AND “AS AVAILABLE” BASIS.",0.8076416523719555
validation,You must notify wikiHow immediately of any breach of security or unauthorized use of your account.,You must notify Company immediately of any breach of security or unauthorized use of your User Account.,0.8076413422441084
test,"This Websites is offered and available to users who are 13 years of age
or older.",THE SERVICE IS OFFERED AND MADE AVAILABLE ONLY TO USERS 13 YEARS OF AGE OR OLDER.,0.8076236360849404
test,"If you are not subject to the “Special Arbitration Provision for United States or Canada Users” section below, you agree that you will resolve any Claim you have with us relating to, arising out of, or in any way in connection with our Terms, us, or our Services (each, a “Dispute,” and together, “Disputes”) exclusively in the United States District Court for the Northern District of California or a state court located in San Mateo County in California, and you agree to submit to the personal jurisdiction of such courts for the purpose of litigating all such Disputes.","If you are not subject to that provision, you agree that you will resolve any Claim you have with us relating to, arising out of, or in any way in connection with our Terms and Policies, us, or our Services (each, a ""Dispute"" and together, ""Disputes"") exclusively in the United States District Court for the Northern District of California or a state court located in Santa Clara County in California, and you agree to submit to the personal jurisdiction of such courts for the purpose of litigating all such Disputes.",0.8073541580325352
validation,"At this time, we do not respond to web browser ""do not track"" signals.","The WebMD Sites do not respond to web browser ""do not track"" signals.",0.8073302439435858
validation,"Upon any termination, discontinuation or cancellation of Services or your Account, all provisions of these Terms which by their nature should survive will survive, including, without limitation, ownership provisions, warranty disclaimers, limitations of liability, and dispute resolution provisions.","All provisions of the Terms of Use which by their nature should survive termination shall survive termination, including, without limitation, ownership provisions, warranty disclaimers, indemnity and limitations of liability.",0.8065865202333099
test,"Some jurisdictions may not allow the exclusion of certain warranties or the exclusion/limitation of liability as set forth in Section 14, so the limitations above may not apply to you.","SOME JURISDICTIONS DO NOT ALLOW THE EXCLUSION OR LIMITATION OF LIABILITY, SO THE ABOVE LIMITATIONS MAY NOT APPLY TO YOU.",0.8062912804254839
test,"non-refundable,",all payments are non-refundable,0.805979751622968
test,"<p>All matters relating to the Website and these Terms of Service and any dispute or claim arising therefrom or related thereto (in each case, including non-contractual disputes or claims), shall be governed by and construed in accordance with the internal laws of the State of Utah without giving effect to any choice or conflict of law provision or rule.</p>","<p>All matters relating to the Services and these Terms of Use and any dispute or claim arising therefrom or related thereto (in each case, including non-contractual disputes or claims), shall be governed by and construed in accordance with the internal laws of the State of Texas of the United States of America without giving effect to any choice or conflict of law provision or rule (whether of the State of Texas or any other jurisdiction).</p>
<",0.8058751099150033
validation,"Under no circumstances will we be liable for your Content or the content of any third party, including, but not limited to, for any errors or omissions in your Content, or for any loss or damage of any kind incurred as a result of the use of any Content posted, transmitted or otherwise made available via the Service.","Under no circumstances will Yahoo be liable in any way for any Content, including, but not limited to, any errors or omissions in any Content, or any loss or damage of any kind incurred as a result of the use of any Content posted, emailed, transmitted or otherwise made available via the Yahoo Services.",0.8058029163967756
test,"Any questions, comments, suggestions, ideas, original or creative materials or other information you submit about Selfie2Anime or our products or Services (collectively, “Feedback”), is non-confidential and will become the sole property of Selfie2Anime.
We will own exclusive rights, including, without limitation, all intellectual property rights, in and to Feedback and will be entitled to the unrestricted use and dissemination of Feedback for any purpose, commercial or otherwise, without acknowledgment or compensation to you.
</li>","Any questions, comments, suggestions, ideas, original or creative materials or other information you submit about the Company or our products or Services (collectively, <strong>“Feedback”</strong>), is non-confidential and will become the sole property of the Company.
We will own exclusive rights, including, without limitation, all intellectual property rights, in and to Feedback and will be entitled to the unrestricted use and dissemination of Feedback for any purpose, commercial or otherwise, without acknowledgment or compensation to you.</p>",0.8057644989773858
test,<p>You retain all ownership rights in your Content.,You retain ownership of your User Content.,0.8054114160557482
validation,"If any provision in this Agreement is found to be unenforceable, then that provision will not affect the enforceability of the remaining provisions of the Agreement, which will remain in full force and effect.</li>","In the event that any provision of this Agreement is held to be invalid or unenforceable, the remaining provisions of this Agreement remain in full force and affect.</p>",0.8052671977548869
validation,When we have asked and received your permission to share it.,"When do we share your information with others?
<ul>
<li>When we have asked and received your permission to share it.",0.8052509244928039
test,We reserve the right to modify or amend the terms of our privacy policy from time to time without notice.,We may modify this Privacy Policy from time to time without notice.,0.8051839839404873
validation,"We reserve the right to modify and update these Terms at our sole discretion, at any time, for any reason, and without liability.</p>","We also reserve the right to modify or update the operation of the Services at our sole discretion, at any time, for any reason, and without notice or liability.",0.8050452737955461
test,"The laws of California, U.S.A., excluding California's conflict of laws rules, will apply to any disputes arising out of or relating to these Terms.","The laws of the State of California, excluding California’s conflict of laws rules, will apply to any disputes arising out of or relating to these terms or the Prezi Services.",0.8050295219693624
validation,You are at least 13 years old.,You are under 13 years old.,0.8045050160055963
test,"we work with a number of analytics partners, including Google Analytics",including Google Analytics,0.8043765892684784
validation,"If you pay for an annual plan, you will be automatically renewed for another year on your renewal date.
If you do not wish to renew your plan, please provide us notice of your intention.</strong>
</p>
<p>No refunds shall be provided.","If you pay for an annual plan, you will be automatically renewed for another year on your renewal date.",0.804133522171051
validation,WHAT PERSONAL INFORMATION DO WE COLLECT FROM YOU,Personal information we collect,0.8040424768685698
test,"<li>involves the transmission of unsolicited mass mailings or other forms of spam, junk mail, chain letters, or similar.","<li>involves the transmission of junk mail, chain letters, unsolicited mass mailings or instant messages, or spam;",0.8039646268887586
validation,all fees for the Services are non-refundable.,"Except as set forth in the Agreement, all fees for the Services are non-refundable.",0.8038009781569764
